  -0.09772,  -0.02662,   0.02832,  -0.03955,   0.00246,  -0.07833,   0.00246,  -0.01046,  -0.02662,  -0.00400,   0.02509,   0.01216,   0.03801,  -0.04278,  -0.00723,  -0.00400,  -0.06864,   0.00569,  -0.06864,   0.00246,  -0.08479,  -0.07187,  -0.10095,   0.04124,   0.00893,   0.02832,   0.00569,  -0.02016,  -0.02662,   0.09942,  -0.01046,  -0.01370,   0.02832,   0.02509,  -0.03309,  -0.00400,  -0.00723,  -0.09772,   0.01216,  -0.01693,   0.08326,  -0.01370,  -0.06540,  -0.02339,  -0.01693,  -0.04925,   0.03155,   0.00569,  -0.00400,   0.02185,   0.03155,  -0.04601,   0.03801,   0.10588,  -0.00400,   0.01862,  -0.02339,   0.00569,  -0.05571,   0.01216,  -0.10095,  -0.07510,  -0.01370,  -0.02662,   0.03155,   0.01539,  -0.01693,   0.01539,   0.06710,   0.00893,   0.08972,   0.04124,   0.00893,  -0.05571,  -0.04278,  -0.07187,   0.03155,   0.13173,   0.02185,  -0.02339,   0.03801,   0.01216,  -0.03632,   0.02185,  -0.01046,  -0.00400,   0.03801,   0.00893,   0.08326,   0.03801,   0.03155,  -0.01046,   0.01862,  -0.08479,   0.05740,  -0.01046,  -0.00723,  -0.05571,  -0.02985,  -0.03955,   0.04448,   0.03155,   0.08972,  -0.01046,   0.00569,  -0.02662,  -0.03632,  -0.00723,   0.00569,   0.01216,  -0.06217,  -0.03309,  -0.02662,   0.01862,  -0.05571,   0.00569,  -0.02339,   0.00246,  -0.00077,   0.02509,   0.16082,  -0.01693,   0.02832,  -0.00400,  -0.00077,  -0.02016,   0.03155,   0.02832
  -0.02016,   0.01862,   0.00893,  -0.00723,  -0.00077,   0.00569,  -0.00400,  -0.00723,   0.02185,  -0.01046,   0.03801,  -0.00723,  -0.02985,  -0.00723,   0.00569,   0.00569,  -0.03955,   0.03155,  -0.01046,  -0.00077,  -0.01370,  -0.00723,   0.03801,   0.02509,  -0.05248,  -0.02985,  -0.01370,  -0.02662,   0.03801,  -0.04925,   0.01539,  -0.00400,  -0.00077,  -0.03955,   0.08649,  -0.00077,   0.02509,  -0.03632,   0.03155,  -0.00723,  -0.08479,  -0.01693,  -0.00077,  -0.01693,   0.02509,  -0.02016,  -0.00723,   0.00569,  -0.02339,   0.00569,   0.00893,  -0.01693,  -0.00723,  -0.01046,  -0.00400,   0.05740,  -0.04278,   0.01539,  -0.00077,  -0.01693,   0.05417,  -0.05248,  -0.02662,  -0.00400,   0.02185,  -0.01370,  -0.01046,   0.00893,  -0.02985,  -0.03955,  -0.04278,   0.00893,   0.02509,   0.08649,   0.01862,  -0.03309,   0.01216,  -0.01370,   0.00246,  -0.00723,   0.00893,  -0.05248,  -0.01693,  -0.01046,  -0.00400,  -0.01693,   0.02832,  -0.02662,  -0.02339,  -0.03632,  -0.02662,  -0.02985,   0.00246,  -0.03955,   0.02832,  -0.00400,   0.00893,  -0.04278,  -0.00723,  -0.00723,   0.00893,  -0.02985,  -0.06217,  -0.02016,   0.00893,  -0.02016,  -0.01693,   0.01539,  -0.00400,   0.02509,  -0.02985,   0.00246,  -0.01046,  -0.02662,   0.00569,  -0.00723,   0.03155,   0.01216,  -0.02985,   0.04124,  -0.01370,   0.00569,  -0.02985,  -0.01370,   0.01862,   0.02509,   0.01539,   0.00246
   0.23838,  -0.00077,   0.02509,   0.03155,  -0.00077,  -0.04278,  -0.02016,   0.00246,   0.02509,   0.00569,   0.01539,  -0.09126,   0.02185,  -0.07187,   0.06710,  -0.01370,  -0.07510,   0.02185,   0.00246,  -0.00077,   0.05417,  -0.04278,   0.02509,  -0.01693,   0.01216,  -0.04601,  -0.02985,  -0.03309,   0.00569,  -0.07833,   0.01216,   0.02832,   0.03155,  -0.01370,  -0.00723,  -0.02339,   0.00246,   0.12204,   0.01862,  -0.04925,   0.04448,   0.01862,  -0.01370,   0.03801,   0.00893,   0.04124,  -0.00400,   0.00893,  -0.01046,   0.02185,   0.00246,   0.04124,   0.00893,   0.05417,  -0.02662,  -0.01693,   0.00569,  -0.02016,  -0.00400,   0.04448,  -0.05571,  -0.03955,   0.00246,  -0.02985,   0.01539,   0.00893,   0.06387,   0.00246,  -0.01370,  -0.04278,  -0.07187,  -0.03309,   0.00893,   0.04771,  -0.02985,  -0.03632,  -0.02662,  -0.07510,   0.02832,   0.05094,   0.01216,  -0.07510,   0.07033,   0.03801,  -0.02016,  -0.03955,   0.01539,   0.01216,   0.02185,   0.00246,  -0.04925,  -0.02662,  -0.01370,  -0.09126,   0.01216,  -0.00400,   0.04124,  -0.05248,   0.00246,  -0.10095,   0.03478,  -0.02339,  -0.08803,   0.01862,  -0.09449,  -0.02339,  -0.02016,  -0.02016,   0.01862,   0.00246,   0.05740,   0.02832,   0.00893,  -0.01370,  -0.03955,   0.01539,   0.10911,   0.02185,  -0.01370,   0.00569,  -0.05894,   0.01862,  -0.04601,  -0.00723,  -0.00723,  -0.07510,   0.01216,  -0.00723
  -0.00400,  -0.00723,   0.06710,  -0.03309,   0.00246,  -0.10742,  -0.01046,   0.00246,  -0.01046,  -0.00077,  -0.01370,  -0.04278,   0.01216,  -0.02662,   0.00569,  -0.01046,  -0.13973,  -0.02662,  -0.03632,   0.00893,  -0.03309,  -0.05248,  -0.00077,  -0.01370,   0.03478,  -0.01370,   0.04124,  -0.00400,   0.02509,  -0.04601,  -0.00400,  -0.02016,  -0.00077,  -0.01046,  -0.01046,   0.00569,  -0.01046,   0.12850,   0.02185,  -0.01693,   0.07356,   0.02509,  -0.08156,   0.00569,  -0.01693,   0.04124,   0.01216,  -0.02339,   0.00246,   0.04124,  -0.01370,   0.00569,  -0.02339,   0.26747,  -0.01370,  -0.01370,  -0.02339,  -0.04278,  -0.05571,   0.02509,  -0.06217,  -0.02985,   0.01216,  -0.04601,   0.01539,   0.00569,  -0.03309,   0.02509,  -0.08479,  -0.03632,   0.01539,   0.01216,   0.03155,  -0.03632,  -0.02662,  -0.05248,   0.03801,  -0.10742,   0.05417,   0.02509,  -0.02339,   0.02832,  -0.04601,   0.03478,  -0.02662,  -0.01046,  -0.03632,   0.01862,   0.02832,   0.03801,  -0.02985,  -0.02339,  -0.00077,  -0.07187,  -0.01370,  -0.01046,  -0.04278,  -0.05894,  -0.00400,  -0.06864,   0.02832,   0.01216,  -0.04278,  -0.00400,  -0.05571,  -0.02339,  -0.03955,  -0.02662,  -0.02662,  -0.01046,  -0.03309,  -0.01693,   0.01862,  -0.01693,  -0.00077,   0.04448,   0.01862,   0.03155,   0.03155,  -0.05248,  -0.01370,   0.00893,  -0.01046,  -0.02016,   0.00569,  -0.07510,  -0.03309,   0.07033
   0.02832,   0.01216,  -0.01693,  -0.00723,  -0.00077,  -0.02339,  -0.02662,  -0.01046,   0.01539,   0.02185,  -0.00400,  -0.00400,  -0.05571,   0.00893,   0.03801,   0.00246,  -0.03955,  -0.01693,  -0.02662,   0.00246,   0.00246,  -0.00077,   0.02509,   0.00893,  -0.03632,   0.02832,   0.00246,   0.00246,  -0.01693,   0.03801,  -0.00400,  -0.03632,  -0.01046,  -0.00723,   0.02185,   0.01216,   0.01862,  -0.01046,   0.01216,  -0.00723,   0.01216,   0.01539,  -0.05248,   0.00893,   0.02509,   0.01216,  -0.01046,   0.00246,   0.02185,  -0.00400,  -0.00400,   0.00569,   0.00569,  -0.01046,  -0.01370,   0.01216,  -0.01370,  -0.02985,  -0.06217,   0.01862,  -0.00077,  -0.01370,   0.00893,   0.04771,  -0.01046,   0.02509,  -0.03632,  -0.01693,  -0.00077,  -0.03309,   0.05094,  -0.00723,   0.01539,   0.00569,   0.04448,   0.02509,   0.00893,   0.00893,  -0.00723,   0.00569,  -0.01370,  -0.02016,  -0.03309,  -0.01046,  -0.02662,   0.04771,  -0.02016,  -0.01046,  -0.01693,   0.05740,  -0.03632,   0.00893,  -0.02662,  -0.00400,  -0.00723,   0.01539,  -0.01046,  -0.01693,  -0.00077,   0.05417,   0.01216,   0.00246,   0.02185,   0.00569,   0.00569,  -0.02339,   0.01862,   0.04771,   0.00246,  -0.01046,  -0.02016,  -0.00400,   0.00893,   0.02509,   0.02509,  -0.01370,  -0.01046,  -0.00723,  -0.02016,   0.06063,  -0.01046,   0.01862,   0.00893,  -0.01046,   0.04771,  -0.03632,  -0.02339,   0.00893
   0.01539,   0.02509,  -0.00723,   0.00246,   0.01862,  -0.00077,  -0.00723,  -0.02339,   0.01862,   0.01216,  -0.00723,  -0.00077,  -0.03632,  -0.02662,   0.00569,   0.00246,  -0.03955,  -0.03955,   0.00246,  -0.01370,  -0.03309,  -0.00077,   0.00246,   0.01539,  -0.03955,   0.03801,  -0.00723,  -0.01370,  -0.01693,   0.02509,  -0.02339,  -0.05248,  -0.00400,  -0.00723,  -0.01370,   0.01862,   0.02185,   0.04124,  -0.00400,  -0.02016,   0.00569,   0.02185,  -0.01046,   0.01216,  -0.00400,   0.00246,   0.00893,   0.00246,  -0.02016,   0.00246,  -0.00400,   0.02509,  -0.01693,  -0.00077,  -0.01370,  -0.06217,   0.01539,  -0.04601,  -0.01046,  -0.02662,  -0.01046,   0.01539,  -0.00400,   0.02185,  -0.03632,   0.02832,  -0.02339,  -0.00400,  -0.01046,  -0.02985,   0.12527,  -0.02339,   0.01862,   0.02509,   0.06063,   0.02185,  -0.00723,  -0.00723,  -0.03309,  -0.05248,  -0.03632,   0.00893,  -0.02985,   0.00569,  -0.03309,   0.00569,   0.01216,  -0.02339,  -0.00723,   0.09618,  -0.01370,   0.00569,  -0.04278,  -0.00723,  -0.02662,   0.00893,  -0.01370,   0.01539,  -0.02985,   0.04124,  -0.00077,   0.02509,  -0.02662,  -0.00400,   0.00893,  -0.02662,   0.00569,   0.09295,   0.00893,  -0.03955,  -0.00077,  -0.00723,   0.01216,   0.02185,   0.07033,   0.00569,  -0.05571,  -0.00400,  -0.01046,   0.06063,   0.01539,   0.01216,   0.01862,  -0.01046,   0.14789,  -0.03955,  -0.02662,   0.01862
   0.00893,   0.01862,  -0.00400,  -0.01046,  -0.00400,   0.04771,  -0.02662,   0.00569,   0.00569,  -0.01046,  -0.00077,   0.02509,   0.03478,  -0.02016,   0.02509,  -0.01046,  -0.00723,  -0.02016,  -0.01693,  -0.01370,  -0.05248,  -0.00400,   0.00893,   0.05094,  -0.01046,   0.00893,  -0.01046,  -0.00400,  -0.00400,  -0.03309,   0.00246,   0.02509,  -0.00400,  -0.03955,  -0.01693,   0.02509,   0.01862,  -0.01046,   0.00569,  -0.01693,  -0.01046,   0.01862,  -0.00077,   0.06063,   0.01862,  -0.00400,  -0.03309,  -0.00400,  -0.01693,  -0.02662,   0.01216,   0.06387,  -0.01046,  -0.03632,   0.00893,  -0.01370,  -0.01046,  -0.03955,   0.05094,  -0.03632,  -0.03632,  -0.01370,  -0.02339,   0.04448,  -0.03955,  -0.00077,  -0.02016,  -0.02662,   0.02509,  -0.01046,   0.03801,  -0.02339,   0.02832,   0.01862,   0.05740,   0.02509,   0.00246,   0.03478,  -0.02985,  -0.02016,  -0.01370,  -0.02339,   0.03801,  -0.00723,  -0.02016,  -0.03955,   0.00893,  -0.00723,  -0.00077,  -0.00400,   0.00569,  -0.04925,  -0.00077,   0.00246,  -0.00077,   0.01539,  -0.00723,   0.02185,   0.01216,   0.04448,  -0.00077,   0.01216,  -0.08803,  -0.00077,   0.02509,  -0.02985,  -0.00723,  -0.00400,  -0.00723,  -0.02016,   0.06063,  -0.00400,   0.03155,   0.00569,  -0.03632,  -0.00077,  -0.00077,  -0.00077,  -0.01693,   0.02832,  -0.00723,  -0.01046,  -0.02985,  -0.06217,   0.07356,  -0.01693,  -0.03632,   0.00246
  -0.01370,   0.01862,   0.00246,  -0.00723,  -0.01046,  -0.04278,  -0.01046,  -0.03955,  -0.00077,  -0.00077,  -0.01046,  -0.02662,  -0.05571,   0.02509,   0.03155,  -0.01046,  -0.01046,  -0.05248,  -0.03309,   0.00569,   0.01862,   0.03155,  -0.00723,  -0.00723,   0.00569,   0.00246,   0.02832,  -0.01693,  -0.00723,   0.05417,  -0.00077,  -0.02662,   0.00246,  -0.00400,   0.03155,  -0.02016,  -0.00400,  -0.00723,  -0.00077,  -0.00723,  -0.00400,   0.00246,  -0.01693,   0.00246,  -0.02985,  -0.02016,  -0.02339,   0.00893,  -0.01046,   0.04448,  -0.01693,  -0.02339,   0.01539,  -0.00723,   0.00246,   0.05740,  -0.02016,   0.00893,  -0.06540,   0.05417,   0.00569,   0.06063,   0.02185,   0.01216,   0.00893,   0.03478,  -0.00077,  -0.00400,   0.00569,  -0.02662,   0.01862,  -0.00077,   0.02185,  -0.01046,   0.03155,   0.01539,  -0.00400,   0.02185,  -0.00400,  -0.00077,  -0.00400,  -0.02016,  -0.00400,  -0.03309,  -0.02985,   0.16728,  -0.02016,  -0.00723,  -0.00723,   0.04124,  -0.03309,   0.01539,  -0.01046,   0.00246,  -0.01046,  -0.00077,  -0.01693,  -0.02985,  -0.00077,  -0.00723,  -0.00723,  -0.01370,   0.03478,   0.01862,  -0.03632,  -0.02339,   0.01862,   0.01539,  -0.03632,  -0.00400,  -0.03955,   0.00246,  -0.01046,   0.01216,  -0.00077,  -0.02339,  -0.03632,   0.00893,  -0.00723,   0.00569,   0.00246,   0.01539,  -0.01046,   0.00893,  -0.00077,  -0.04278,  -0.02662,   0.01862
  -0.01370,   0.02185,  -0.00400,  -0.00400,   0.00246,  -0.02662,   0.00893,  -0.05894,  -0.01693,  -0.00400,  -0.01046,  -0.01693,  -0.02985,  -0.04601,  -0.01046,   0.00246,  -0.02339,  -0.05894,  -0.00077,   0.00569,  -0.00723,   0.00246,  -0.00077,  -0.01370,  -0.01370,  -0.00723,   0.01216,  -0.00400,   0.01862,  -0.03309,  -0.00400,  -0.03955,   0.01216,  -0.00723,   0.00569,  -0.02339,   0.00246,   0.01862,  -0.00400,  -0.00400,  -0.00723,   0.00246,   0.00246,   0.00893,  -0.06217,  -0.00400,  -0.00723,  -0.00077,   0.01539,   0.03478,  -0.02016,  -0.03309,   0.01216,  -0.01046,  -0.00077,  -0.03309,   0.00893,  -0.01046,  -0.01046,   0.04124,  -0.01693,   0.07033,   0.00893,  -0.01046,  -0.02016,   0.02185,  -0.01046,   0.00569,  -0.00723,  -0.02339,   0.05094,  -0.02339,   0.00893,   0.01539,   0.01862,   0.00246,  -0.00723,  -0.00400,  -0.01370,  -0.06217,  -0.02016,   0.01216,  -0.02662,  -0.01370,  -0.02339,   0.04124,   0.02832,   0.00246,  -0.00723,   0.10911,  -0.00723,   0.00569,  -0.00723,  -0.04601,  -0.00400,  -0.01693,  -0.02985,   0.00893,  -0.03309,  -0.02016,  -0.00077,   0.01216,  -0.01046,  -0.00400,  -0.01693,  -0.03309,   0.00893,  -0.01370,  -0.04601,  -0.02339,   0.01862,   0.00893,  -0.01693,   0.00246,   0.03801,   0.01862,  -0.03955,  -0.01370,   0.01862,  -0.03309,  -0.00400,  -0.02662,  -0.01046,   0.00246,   0.06063,  -0.02662,  -0.04601,   0.02509
   0.01216,   0.01539,  -0.00077,   0.01539,  -0.00077,   0.02185,  -0.01370,  -0.01693,   0.01539,  -0.01693,   0.00569,   0.01216,   0.03155,  -0.02662,   0.02185,   0.00246,  -0.00077,  -0.00400,  -0.01370,  -0.01046,  -0.03955,   0.00246,   0.03155,   0.06387,  -0.00723,  -0.02662,   0.01539,   0.00246,   0.00893,  -0.02662,   0.02185,  -0.02339,   0.00246,  -0.03309,  -0.01046,  -0.02662,   0.00569,  -0.00400,   0.00893,  -0.00400,  -0.02016,   0.02185,  -0.00400,   0.01862,  -0.02339,  -0.00077,  -0.03309,  -0.00723,   0.03478,   0.00569,   0.00246,   0.00569,   0.00246,  -0.02985,   0.01539,  -0.01693,  -0.03309,  -0.03632,   0.09618,   0.01539,  -0.02016,  -0.01370,   0.00246,   0.03478,  -0.04601,   0.01216,  -0.03309,  -0.01693,  -0.03632,  -0.02339,   0.02185,  -0.01046,   0.00569,   0.03478,   0.01862,  -0.00077,  -0.00077,   0.01216,  -0.00077,  -0.00723,  -0.00723,  -0.01370,   0.07679,  -0.02016,  -0.00723,  -0.08479,   0.01862,   0.00246,   0.00893,  -0.01370,  -0.01046,  -0.03309,   0.04124,   0.01216,  -0.00077,  -0.02016,  -0.02339,   0.00246,   0.01539,   0.04448,   0.00569,   0.01862,  -0.08156,  -0.00077,   0.02185,  -0.03309,   0.00893,  -0.05894,  -0.05248,  -0.00077,   0.04771,   0.00246,  -0.00723,  -0.00077,  -0.05894,   0.00893,   0.01862,  -0.01046,  -0.01046,  -0.03632,   0.01216,  -0.02339,  -0.03632,  -0.02016,   0.01862,  -0.01693,  -0.00723,   0.00569
  -0.01046,   0.00246,  -0.00723,  -0.03632,  -0.00723,  -0.03309,  -0.00400,   0.01862,   0.03478,  -0.00400,  -0.00077,  -0.02016,  -0.04925,   0.02832,   0.05740,  -0.00400,   0.04124,  -0.06540,  -0.04278,  -0.00723,   0.01862,   0.00246,   0.02509,  -0.01693,  -0.01370,   0.00569,   0.01216,  -0.00723,   0.01862,   0.02832,  -0.01046,   0.04771,  -0.00077,   0.00893,   0.01862,   0.00893,   0.00569,  -0.01370,   0.02185,  -0.00077,  -0.02985,  -0.00077,  -0.00723,  -0.00723,   0.03155,  -0.04278,  -0.02662,  -0.02016,  -0.01370,   0.02832,  -0.00400,   0.02509,  -0.02016,   0.00893,   0.01216,   0.05094,   0.01216,   0.08972,  -0.03632,  -0.00400,   0.00246,   0.07679,   0.02509,  -0.01370,   0.03801,   0.04448,   0.05417,  -0.01046,  -0.03309,  -0.02339,  -0.02016,  -0.02016,   0.04124,   0.01539,   0.01862,  -0.02662,  -0.03632,   0.02832,  -0.00077,   0.00569,   0.03478,  -0.02985,  -0.04601,  -0.01693,  -0.00077,   0.12850,  -0.02339,   0.01862,  -0.01693,   0.03155,  -0.01370,   0.00569,   0.02185,   0.01216,  -0.01046,  -0.00400,   0.00893,  -0.02016,   0.03801,  -0.02016,  -0.02985,  -0.02339,   0.02185,   0.06063,  -0.03632,  -0.05248,   0.01862,  -0.01046,  -0.02662,   0.02185,  -0.00400,  -0.00400,  -0.00723,   0.02832,  -0.03632,  -0.01046,  -0.01693,   0.01216,  -0.01370,  -0.03309,   0.01216,  -0.00077,   0.00569,  -0.00723,  -0.02662,  -0.02662,  -0.02985,   0.00893
  -0.02662,  -0.01046,  -0.03309,  -0.03632,   0.00246,  -0.02662,  -0.00400,  -0.02662,   0.02509,  -0.01046,  -0.00723,  -0.03309,  -0.03955,  -0.04278,   0.02185,  -0.01046,   0.01539,  -0.07833,   0.00893,  -0.01370,  -0.00077,  -0.00723,   0.04448,  -0.03632,  -0.02016,  -0.00077,  -0.00077,   0.00893,   0.05740,  -0.03632,  -0.02016,   0.06063,  -0.00077,   0.00569,   0.01216,   0.02509,  -0.00400,  -0.00400,   0.04124,  -0.02016,  -0.01370,  -0.00077,   0.01539,   0.00569,  -0.00400,  -0.04925,  -0.02339,  -0.02016,   0.02509,  -0.00723,  -0.00723,  -0.01693,  -0.00400,  -0.00077,  -0.00077,  -0.04925,   0.02832,   0.11234,   0.01216,  -0.02339,  -0.00723,   0.08972,   0.00893,  -0.04925,  -0.02985,   0.03801,   0.06063,   0.00569,  -0.00077,  -0.01046,  -0.01046,  -0.02662,   0.03478,  -0.00077,  -0.01693,  -0.00400,  -0.03632,   0.03801,  -0.01370,   0.03801,   0.02832,  -0.02339,  -0.08156,  -0.00723,   0.00246,   0.03801,   0.01862,   0.01862,  -0.00400,   0.08649,   0.00569,   0.00246,   0.05094,  -0.01046,  -0.00723,  -0.00400,  -0.00723,   0.00893,   0.01216,  -0.02016,  -0.01693,   0.01216,  -0.00077,   0.03155,  -0.01370,  -0.05894,   0.01539,  -0.05571,  -0.02016,   0.00893,   0.03478,   0.01216,  -0.02016,   0.02185,  -0.01693,   0.02832,   0.01216,  -0.01370,   0.01216,  -0.07510,  -0.00723,  -0.00077,  -0.01370,  -0.01046,  -0.01370,  -0.02662,  -0.04278,   0.00569
  -0.00400,  -0.02016,  -0.02662,  -0.00723,   0.01862,   0.01862,  -0.01046,   0.00893,   0.05094,  -0.02985,  -0.00077,  -0.01370,   0.02185,  -0.01693,   0.02185,  -0.00400,   0.01539,  -0.01693,   0.00246,  -0.00400,  -0.02662,   0.02185,   0.03155,   0.02509,  -0.00077,   0.00569,   0.00569,   0.01216,   0.04448,   0.04771,   0.00569,   0.00569,  -0.01046,  -0.01370,   0.00246,  -0.01046,   0.00569,  -0.02985,   0.03801,  -0.01693,   0.00893,   0.02832,   0.01539,   0.01862,   0.02185,  -0.01370,  -0.04601,  -0.01693,  -0.02662,  -0.02016,  -0.01046,  -0.01693,   0.01216,  -0.01693,   0.02509,  -0.04601,  -0.00077,   0.02832,   0.08326,  -0.01370,   0.00246,  -0.02339,  -0.01046,   0.00246,  -0.04278,   0.00893,   0.04124,  -0.01693,  -0.04278,  -0.02662,   0.01862,   0.03155,   0.01862,   0.05417,   0.00893,   0.00893,  -0.02016,   0.01539,  -0.01693,   0.03478,   0.02509,  -0.02016,   0.07679,  -0.01370,   0.00569,  -0.08156,   0.01539,   0.02509,   0.01216,  -0.02662,   0.01862,  -0.02339,   0.09942,   0.04124,   0.00893,  -0.01693,   0.01216,   0.00246,   0.03478,   0.00893,  -0.01046,   0.01216,  -0.05571,   0.03155,   0.02185,  -0.05248,   0.03478,  -0.04278,  -0.02985,   0.03155,   0.02185,  -0.00400,  -0.01046,   0.01539,  -0.08479,   0.00893,   0.05094,   0.01216,  -0.00077,  -0.03632,  -0.01046,   0.00893,  -0.01046,  -0.03955,  -0.02662,   0.01216,  -0.00723,  -0.00723
   0.02832,   0.02185,  -0.01693,  -0.01693,  -0.00077,   0.00246,   0.00569,   0.00893,   0.01862,   0.01862,   0.00893,  -0.03955,  -0.03955,  -0.00077,   0.00893,   0.02185,  -0.07510,  -0.01693,  -0.01693,  -0.00400,   0.01862,  -0.00723,  -0.00400,   0.01862,   0.07033,   0.01862,  -0.00723,  -0.02016,   0.01862,  -0.00400,   0.00246,  -0.03955,   0.08649,  -0.03309,   0.00569,  -0.04278,   0.03478,  -0.01693,  -0.00400,  -0.00077,   0.02832,  -0.02016,   0.01539,  -0.03955,  -0.02339,   0.01862,   0.01862,   0.01216,  -0.02662,  -0.01046,  -0.00077,   0.00246,  -0.00400,  -0.01693,  -0.01046,  -0.02662,   0.03478,   0.02832,   0.02509,   0.04771,  -0.00077,  -0.00077,   0.10265,  -0.02016,   0.02832,   0.02832,   0.01539,   0.02185,   0.04124,  -0.02016,  -0.05894,   0.05094,   0.00893,   0.04771,  -0.00077,   0.02509,   0.01862,  -0.05248,   0.00893,  -0.01370,  -0.00723,  -0.00723,  -0.00723,  -0.00077,  -0.04278,  -0.02339,   0.03155,   0.00569,  -0.00077,   0.00246,  -0.05248,   0.01862,   0.01216,  -0.00077,   0.00246,  -0.01370,  -0.05248,   0.04124,   0.01862,   0.03478,   0.01216,  -0.02662,   0.02832,  -0.01370,  -0.02985,   0.00246,  -0.00723,   0.01539,   0.02832,   0.01539,   0.01216,  -0.02339,  -0.01693,  -0.02985,   0.02509,  -0.03309,   0.00893,  -0.02339,  -0.03632,   0.00246,  -0.02662,   0.00569,  -0.03309,  -0.03309,  -0.03955,   0.01862,   0.00893,  -0.04278
  -0.00077,   0.00893,   0.02185,   0.02832,  -0.00400,   0.01216,  -0.02662,  -0.01370,   0.04124,   0.01539,   0.01862,   0.02509,  -0.01693,  -0.04601,  -0.01370,  -0.01693,  -0.04601,  -0.00400,  -0.05571,  -0.02339,   0.02509,   0.00569,   0.00893,  -0.02016,   0.06387,   0.01216,   0.05094,  -0.00400,  -0.00077,   0.02832,  -0.01693,  -0.02985,   0.05740,  -0.02985,   0.03801,  -0.05571,   0.07033,  -0.03309,  -0.00723,   0.00569,   0.00569,  -0.00723,   0.01539,   0.00893,  -0.00400,  -0.00077,   0.03478,   0.01216,   0.02832,  -0.00723,   0.01216,  -0.00400,  -0.04601,  -0.02985,   0.00569,   0.03478,   0.03478,   0.02509,  -0.01693,  -0.03955,   0.00893,  -0.05248,  -0.00077,   0.01862,   0.01216,  -0.02016,  -0.01370,   0.01539,   0.03155,  -0.01046,  -0.07833,  -0.01046,  -0.01370,   0.05740,   0.06063,   0.05094,  -0.01370,  -0.06217,  -0.03955,   0.01539,  -0.00400,   0.00893,   0.04771,  -0.01693,  -0.01370,   0.00246,   0.00893,   0.00569,  -0.01370,   0.03478,   0.00246,  -0.05248,   0.03801,  -0.03955,  -0.02339,  -0.05894,  -0.03632,  -0.03632,   0.02185,   0.02832,  -0.02985,   0.01862,   0.00246,   0.00893,  -0.01046,  -0.00400,   0.02832,   0.06387,   0.01216,   0.01216,  -0.03955,  -0.02662,  -0.03955,  -0.02662,   0.02185,  -0.01370,  -0.01693,  -0.02662,   0.01539,  -0.03309,  -0.02339,  -0.00400,   0.00246,   0.00569,  -0.00077,  -0.00077,  -0.06217,   0.00246
  -0.00723,  -0.00723,   0.04124,  -0.01370,   0.02185,  -0.02016,  -0.01370,   0.04771,   0.01862,  -0.04601,   0.03478,   0.04124,   0.02509,   0.00569,  -0.01370,   0.01539,  -0.03309,  -0.02339,  -0.02662,   0.01539,  -0.00400,  -0.00723,   0.00569,  -0.00400,   0.04771,   0.04448,  -0.01370,  -0.02662,  -0.02016,   0.02185,  -0.00723,   0.01862,   0.07356,  -0.01693,  -0.05894,  -0.06540,   0.06710,  -0.02662,  -0.00400,  -0.00723,  -0.03632,  -0.00723,   0.00893,   0.07033,  -0.01693,   0.02509,   0.04448,   0.03478,   0.04448,   0.00893,   0.00893,  -0.03955,  -0.01693,  -0.01693,   0.02509,  -0.00077,   0.04448,   0.01539,   0.00893,   0.02185,  -0.04601,  -0.00077,  -0.09449,  -0.02016,  -0.02662,   0.01539,   0.01862,   0.00569,  -0.02339,  -0.04278,  -0.02339,  -0.00723,  -0.02016,   0.02185,  -0.02662,  -0.01370,   0.01539,  -0.00400,  -0.01693,   0.04124,  -0.01370,   0.01539,  -0.01693,  -0.01046,  -0.03632,   0.09618,   0.04448,   0.00246,  -0.03632,  -0.02339,   0.04448,  -0.01046,   0.03801,  -0.00077,  -0.04601,   0.01539,  -0.00400,  -0.04278,   0.00893,  -0.01046,   0.00569,  -0.01046,  -0.02339,  -0.00400,  -0.06540,  -0.01046,  -0.01693,   0.05417,   0.04124,  -0.00723,  -0.00400,  -0.00077,  -0.00077,  -0.04278,  -0.02662,  -0.02339,  -0.02016,  -0.01370,  -0.04278,  -0.03632,   0.03478,   0.00893,  -0.01693,   0.04448,   0.00893,   0.01216,   0.03155,  -0.05248
